Subject,Gender,Condition,SegmentType,AlphaPower,BetaPower,BetaAlphaRatio,AlphaLateralization,AttentionEngagement,NormAlphaLateralization,NormAttentionEngagement
JKH,F,长,前段,2.2711542911084472,0.39221937741253865,0.17269605105565689,0.06669266528736895,0.17269605105565689,0.29251856604708826,2.776425307423246
JKH,F,长,中段,1.8018525565741186,0.3417332166868107,0.1896565928438405,0.014688880123305381,0.1896565928438405,-0.14754340699112514,4.260596823749233
JKH,F,长,后段,2.1159795037895153,0.33450658452083737,0.15808592848927333,0.19234542215947936,0.15808592848927333,-258.91611306022065,2.244606101971641
JKH,F,漫,前段,2.3038439265584882,0.40091131484942677,0.17401843511522644,-0.08009365771576915,0.17401843511522644,-0.3512962303055586,2.797685206226252
JKH,F,漫,中段,2.2189879836658735,0.3079744455797025,0.1387904972206808,0.06274989672541542,0.1387904972206808,-0.6302953985252943,3.1179003205646487
JKH,F,漫,后段,2.449544185043172,0.4274682513988554,0.17450930422441902,0.11326043391156304,0.17450930422441902,-152.45983492958678,2.4777957966039645
JKH,F,短,前段,2.24578882837852,0.45462020734437386,0.202432304230765,0.06738967883809988,0.202432304230765,0.2955757148879191,3.254493481875638
JKH,F,短,中段,2.4070943902661757,0.5034629497531274,0.20915795898533696,-0.013125257275860669,0.20915795898533696,0.13183749610993242,4.6986910518240945
JKH,F,短,后段,2.3185904435145797,0.427882594262893,0.18454427579469249,0.010923190667794014,0.18454427579469249,-14.703703567095893,2.6202788033775635
XLL,F,长,前段,10.880108000337577,1.2052283606696752,0.11077356590874655,-0.7870680310439724,0.11077356590874655,1.6598281632194987,1.0235378897114218
XLL,F,长,中段,8.71523255128021,1.0048127798482172,0.11529385750017845,-0.2083653776237604,0.11529385750017845,0.5692903718963184,0.7603347395424851
XLL,F,长,后段,11.060093087205733,1.1422383057016252,0.10327565027666553,0.11531255710730015,0.10327565027666553,-0.5575247481011094,0.783087785724882
XLL,F,漫,前段,11.102177958357359,0.8885826426783671,0.08003678611631972,-1.7621881978039706,0.08003678611631972,3.7162347906932474,0.7395327801243413
XLL,F,漫,中段,10.869790789991958,0.7845901546317142,0.07218079628120375,-2.061976940836015,0.07218079628120375,5.633678842795951,0.47601466487799043
XLL,F,漫,后段,10.843656076766758,0.7340899922932498,0.06769764617176356,-1.633252110387529,0.06769764617176356,7.89661155967693,0.5133175118957432
XLL,F,短,前段,16.352763489465566,0.8108038067500233,0.04958206649734415,-1.933219346317916,0.04958206649734415,4.076918119064087,0.45813388143547995
XLL,F,短,中段,16.11017893057373,0.9205762049797299,0.057142518959405836,-2.3513104220967183,0.057142518959405836,6.4241881252276185,0.37684091079816723
XLL,F,短,后段,15.623371727409301,0.9128108335771459,0.058425981888130495,-1.9340643883231259,0.058425981888130495,9.351009013769527,0.44301510242744696
CQY,F,长,前段,3.6798918776273375,0.6017341971437868,0.16351953186509477,0.8832027843753334,0.16351953186509477,0.7766924540324056,3.8836462179699014
CQY,F,长,中段,3.9161020914375415,0.5168212908735034,0.13197339568943314,1.2447748688944467,0.13197339568943314,1.0331728226846377,4.072527558923939
CQY,F,长,后段,3.8631887850758453,0.47019469353102455,0.12171154962642948,0.9781984806581789,0.12171154962642948,1.0216039721384644,3.055490145436962
CQY,F,漫,前段,2.716684228815182,0.4102866233998921,0.15102477463081124,0.2211070053931632,0.15102477463081124,0.19444248326734384,3.5868913525180415
CQY,F,漫,中段,4.620803586836636,0.7761780727311051,0.16797469490852568,0.2364188348920031,0.16797469490852568,0.19622947175831587,5.1834808875163665
CQY,F,漫,后段,3.249237387324532,0.5423154611323935,0.16690546010826982,0.3923362587214352,0.16690546010826982,0.4097453515303731,4.190054190795541
CQY,F,短,前段,4.5430947165453315,0.6540780707875175,0.14397192037521347,0.5632654724653863,0.14397192037521347,0.49533815995641867,3.419383590948354
CQY,F,短,中段,7.197232466349178,0.8130700151501803,0.11296981429343952,0.3668780806947449,0.11296981429343952,0.30451166044922306,3.486101722495795
CQY,F,短,后段,6.239475439620468,1.0464327131435136,0.16771164872269545,0.11433531893337179,0.16771164872269545,0.11940870721804689,4.210293037267397
ZLL,F,漫,前段,7.157103691279559,0.5092005438981841,0.07114617390811455,0.38337384420038934,0.07114617390811455,0.5979443255979034,2.722219269508647
ZLL,F,漫,中段,5.974568806432386,0.49315310870217577,0.08254204189116267,0.3578415020684673,0.08254204189116267,0.6521258178774383,3.0244124152554255
ZLL,F,漫,后段,13.190138912748012,1.583068526440433,0.1200190943334515,0.1170527364587084,0.1200190943334515,0.05428661983903842,4.567399938098701
ZLL,F,长,前段,6.399338551667122,0.5992781952277955,0.09364689653302913,3.8989203937026042,0.09364689653302913,6.081106889894729,3.583149623775043
ZLL,F,长,中段,7.248097498312359,0.5561386177338709,0.07672890960191439,3.70564334273812,0.07672890960191439,6.753117460318544,2.8114141774567187
ZLL,F,长,后段,7.758927701067476,0.6441627765193232,0.08302213931323256,4.870624161061526,0.08302213931323256,2.2588939841116478,3.1594582184277615
ZLL,F,短,前段,10.166865132230946,0.6602543853896831,0.06494178655882311,0.8954457238635953,0.06494178655882311,1.396617681578915,2.484824876107395
ZLL,F,短,中段,11.211499641385192,0.7406945686749785,0.06606561052197162,0.810805933138095,0.06606561052197162,1.477602455923048,2.4207015977087547
ZLL,F,短,后段,12.32269487891256,0.7853406694039632,0.06373124362170907,2.5492598621158233,0.06373124362170907,1.1822935985304368,2.4253314007187625
LR,F,漫,前段,3.05866526082442,0.4334723664470864,0.1417194525988274,-0.09729838161963178,0.1417194525988274,-0.3913156646175589,1.073989858814659
LR,F,漫,中段,2.5095158337406707,0.39764386810833247,0.15845441688869788,-0.11984204837670243,0.15845441688869788,0.662566427476059,1.0088671946397567
LR,F,漫,后段,2.9765510698222135,0.4413927945825691,0.14829001224189747,0.05846932400719851,0.14829001224189747,-0.8431418945440319,0.9511940121813951
LR,F,长,前段,2.630931372885503,0.4547009365839934,0.1728288853408195,0.3271787315751644,0.1728288853408195,1.3158508976600785,1.3097458871204912
LR,F,长,中段,2.5402254420653905,0.441293009396433,0.17372198628072524,0.032938364379324625,0.17372198628072524,-0.182105151817118,1.1060746452362389
LR,F,长,后段,2.0572729605129125,0.3770232554483812,0.1832636031702779,0.31281997777936565,0.1832636031702779,-4.510940278420942,1.1755292170452998
LR,F,短,前段,3.901770928914337,0.6032449120933338,0.15460797752706254,-0.14652817912151628,0.15460797752706254,-0.5893085870872048,1.1716627245657576
LR,F,短,中段,4.040181715225939,0.5777562816221092,0.14300254848556962,0.12409800716052821,0.14300254848556962,-0.6860961939067953,0.910486326287209
LR,F,短,后段,3.3755040026425,0.5953866954182163,0.17638453248822109,0.3651894064138901,0.17638453248822109,-5.266120195836529,1.1314039874143842
XJC,M,漫,前段,2.426739894085922,0.42809233200264174,0.17640635201404264,0.19181279371473892,0.17640635201404264,-0.8184484105203469,1.0088388839715168
XJC,M,漫,中段,2.5056716768823684,0.4298595278879427,0.17155461022841859,0.004739487912134077,0.17155461022841859,-0.237312223437736,0.9499493266608058
XJC,M,漫,后段,2.068067454458143,0.4353487417537079,0.21050993323028439,0.21204815234386043,0.21050993323028439,-0.6858768756679254,1.1456430716119088
XJC,M,长,前段,3.7788194866053795,0.5840730755054998,0.15456495807112214,2.163680110349892,0.15456495807112214,-9.232233746743479,0.8839315479363374
XJC,M,长,中段,3.251274768818322,0.49393907545780447,0.15192166475592186,0.8856643446619175,0.15192166475592186,-44.34634685176493,0.8412358195907574
XJC,M,长,后段,6.422170335414949,0.5718692680645642,0.08904610718762797,-0.1338483051674917,0.08904610718762797,0.43293684168894053,0.4846092257409983
XJC,M,短,前段,7.5355530540184334,1.1937121596373095,0.15841069010863731,2.335277790315188,0.15841069010863731,-9.964426035363399,0.9059246563050852
XJC,M,短,中段,5.590656661694039,0.6873223789020982,0.12294126083819122,4.741626440927533,0.12294126083819122,-237.4193023104474,0.6807626317740537
XJC,M,短,后段,5.188899180612882,0.862401107181416,0.16620116852599057,0.9639177525548952,0.16620116852599057,-3.1178243677931397,0.9045046677550889
XBM,M,漫,前段,4.509257125947622,0.5505612329831661,0.12209577267507571,0.11090812685289642,0.12209577267507571,-0.12372541950076024,2.46088318568038
XBM,M,漫,中段,4.9526389337413175,0.6266505945120451,0.12652862502105747,0.5089972343499314,0.12652862502105747,-1.9736084952442647,2.441877675118287
XBM,M,漫,后段,5.369411895735772,1.0603956478793723,0.19748822933876747,-0.028931871071939064,0.19748822933876747,0.10279650486135415,4.401983436175936
XBM,M,长,前段,5.674238216525788,0.5909149206545946,0.10413995643214269,-0.023231383530554872,0.10413995643214269,0.025916159207280763,2.0989774021362395
XBM,M,长,中段,13.379381731756805,1.4207467774231544,0.10618926987118713,0.28853473552272035,0.10618926987118713,-1.1187774053978508,2.049348180243077
XBM,M,长,后段,8.35534687371049,0.6952109796070727,0.08320551978452326,1.103870966357361,0.08320551978452326,-3.9221133288375643,1.8546387352614784
XBM,M,短,前段,5.877727578830309,0.6732164879981208,0.11453686462483066,-0.14854297373271397,0.11453686462483066,0.16570960361946174,2.308530738782361
XBM,M,短,中段,5.693827281399029,0.5690611414487473,0.09994352011832074,-0.009932815324777522,0.09994352011832074,0.038513939533895584,1.9288113698307152
XBM,M,短,后段,6.193905370698995,0.8216582912658056,0.13265593225766054,-0.16724279931719277,0.13265593225766054,0.5942227238013212,2.956881118757734
LLX,F,漫,前段,7.572238989811602,0.6657048573043631,0.08791387305657741,-2.668245850870468,0.08791387305657741,-53.99649061027549,0.5681726327404745
LLX,F,漫,中段,7.778929159879356,0.5877553300135279,0.07555735730888741,-2.330081986179251,0.07555735730888741,12.016651169077221,0.5997945565316772
LLX,F,漫,后段,7.058814551742027,0.5022747370164317,0.07115567824238654,-2.1093057627065797,0.07115567824238654,19.94339157818643,0.48949694695544493
LLX,F,长,前段,5.111264950382963,0.513380067969143,0.10044090317225247,-0.8424605352464853,0.10044090317225247,-17.04862105046438,0.6491327296373749
LLX,F,长,中段,4.1996102747825725,0.4333238908713078,0.10318192939789927,-0.6499581491630879,0.10318192939789927,3.3519508752560463,0.819085814929849
LLX,F,长,后段,4.627177832886859,0.5020927426794137,0.10850949775711606,-0.8195269529263891,0.10850949775711606,7.748590659571685,0.7464628147713591
LLX,F,短,前段,6.640565881813936,0.546405714328339,0.08228300480004919,-1.903520810063049,0.08228300480004919,-38.520979434298425,0.5317812745771562
LLX,F,短,中段,7.091202268325587,0.5448902810623926,0.07684032417129952,-1.9631902119505158,0.07684032417129952,10.124524413941069,0.6099790914028406
LLX,F,短,后段,8.317163027127659,0.5598670963096714,0.06731467141903819,-2.310718016538458,0.06731467141903819,21.847735423367023,0.463073741391169
CDQ,F,漫,前段,12.02090521972525,3.127299039188916,0.26015503674858803,-0.34686526022242603,0.26015503674858803,0.5986355374228127,1.6012703026737733
CDQ,F,漫,中段,6.298828503810591,1.173187396742943,0.1862548561265324,0.028333400481388438,0.1862548561265324,-0.028246025028880514,1.5252368011087527
CDQ,F,漫,后段,5.247177148013085,1.0659527936033666,0.2031478571305724,0.2303957325913446,0.2031478571305724,-0.2891045404438726,0.9447876956383513
CDQ,F,短,前段,15.285932589195909,4.133567064147805,0.2704164132628328,1.9114493584651129,0.2704164132628328,-3.2988645597645037,1.6644297082427428
CDQ,F,短,中段,50.825896111102026,16.670663084759035,0.3279954582270045,2.9818004804273386,0.3279954582270045,-2.972605108116245,2.6859473835382657
CDQ,F,短,后段,8.350462512461247,2.3994123590303134,0.28733885763210276,1.0174559213613836,0.28733885763210276,-1.276721245045015,1.3363380790923223
CDQ,F,长,前段,16.597528702766823,6.98800636465461,0.42102691851285684,1.806280036291387,0.42102691851285684,-3.1173586526595667,2.5914466606787596
CDQ,F,长,中段,22.93912242654692,11.576515918794547,0.5046625456515856,1.0638735578297407,0.5046625456515856,-1.0605927503040908,4.132670163757275
CDQ,F,长,后段,14.659053803194638,6.238138997683793,0.425548543680515,1.4153028993869832,0.425548543680515,-1.7759464974201773,1.9791152791129478
LZX,F,短,前段,4.336711868393174,0.47668275236581176,0.10991801319335308,0.582741506855311,0.10991801319335308,0.5096443635862411,3.736557912407343
LZX,F,短,中段,4.113562803346644,0.42433490311863215,0.10315508074251566,0.5471603285812954,0.10315508074251566,0.36401392685128847,2.920598215313303
LZX,F,短,后段,3.360031651341817,0.45981220366014947,0.13684758102695999,1.306303850714146,0.13684758102695999,1.440822936135151,4.231713819697152
LZX,F,长,前段,2.7277431669479233,0.41054040623751464,0.15050552090535307,1.8083869714042926,0.15050552090535307,1.5815489652221106,5.116291485460486
LZX,F,长,中段,2.92250480582699,0.3779661675889563,0.12932952816205961,1.7368988179604363,0.12932952816205961,1.1555211996244006,3.6616673305723535
LZX,F,长,后段,2.7820447844066756,0.4181495618048337,0.15030295851042963,2.2263027894896945,0.15030295851042963,2.455560488568406,4.647792104886737
LZX,F,漫,前段,5.645729765534249,0.5511780047766822,0.0976274153505335,0.5476950530663958,0.0976274153505335,0.47899401960509563,3.3187507733989277
LZX,F,漫,中段,5.24119467719878,0.5070619315328608,0.09674548700485712,-0.0806634296533355,0.09674548700485712,-0.05366363430904461,2.7391253504156907
LZX,F,漫,后段,5.8173073518519205,0.5316269718331711,0.09138712116765317,0.5172552016855985,0.09138712116765317,0.5705205247740704,2.8259479684285287
HX,M,长,前段,4.208406493174023,0.716817666430511,0.17032994973113444,-0.8805247825741791,0.17032994973113444,1.2579953710098113,1.2072644689557235
HX,M,长,中段,3.731529197447678,0.5630290943924704,0.1508842795006336,-0.7402043129563034,0.1508842795006336,0.9023353233292829,1.3076675037289653
HX,M,长,后段,3.273421543833885,0.6015622607756784,0.18377170575810375,-0.16813710847516727,0.18377170575810375,0.2273217823119698,1.4883191661288708
HX,M,短,前段,3.1635249704486528,0.4862802292373473,0.15371468023164767,-0.17178660524636724,0.15371468023164767,0.24542949667996883,1.0894987763073238
HX,M,短,中段,3.820867589301405,0.5473750489143233,0.14325936089672336,-0.8592049190725084,0.14325936089672336,1.0474012848708842,1.2415846864208178
HX,M,短,后段,4.552355721841435,0.610160782719911,0.13403187712077563,-0.6640232646857873,0.13403187712077563,0.8977610795970118,1.0854892529193576
HX,M,漫,前段,3.4862583747921776,0.5999986530563942,0.17210389723112857,-0.9205044494174448,0.17210389723112857,1.315113849465704,1.219837852496999
HX,M,漫,中段,4.228382733474401,0.6345685445255222,0.1500735823892901,-1.2482276103083003,0.1500735823892901,1.521633749792226,1.300641441959115
HX,M,漫,后段,3.9767183544629168,0.6096932455459818,0.15331567166725465,-1.4356834036622623,0.15331567166725465,1.9410474767646082,1.2416636808641803
JF,M,长,前段,4.664526480307509,0.7820706565289284,0.16766346162480578,0.03661107603352054,0.16766346162480578,0.15901814423119,3.587106433362621
JF,M,长,中段,3.00250844548206,0.6151393046330348,0.2048751288472305,0.28347989602878876,0.2048751288472305,0.8845394994140557,4.791296226758699
JF,M,长,后段,3.4976040875933863,0.7126295672481164,0.2037479226925478,-0.034381640963941695,0.2037479226925478,1.3824625684770746,2.846432289091348
JF,M,短,前段,4.589466333357917,0.717985505865625,0.1564420465723965,-1.0463542149128733,0.1564420465723965,-4.54478052793601,3.347027827470506
JF,M,短,中段,3.2242611967298296,0.5413681042861309,0.16790454347656678,-0.566351813350582,0.16790454347656678,-1.7671819289170743,3.9266865145685608
JF,M,短,后段,4.065558831388577,0.6496642859580919,0.1597970446134711,-0.6956313369181784,0.1597970446134711,27.970866363174117,2.232422600820908
JF,M,漫,前段,3.046132149333603,0.5626920527242774,0.1847234542491456,-0.3433710612245173,0.1847234542491456,-1.4914128415298178,3.9520995493513125
JF,M,漫,中段,2.9227464982195785,0.5100078237000318,0.1744960857914665,-0.46854372081876816,0.1744960857914665,-1.4619923108217288,4.080839104976199
JF,M,漫,后段,2.9750287142796754,0.5165327889364759,0.1736227910867545,-0.5263055700365808,0.1736227910867545,21.16239160660314,2.4255732875237572
LJC,F,漫,前段,4.09081457713739,0.5457833034010998,0.1334167787636613,0.5687680769260481,0.1334167787636613,0.7649689702678688,2.4051403765979242
LJC,F,漫,中段,4.070540128316547,0.37283239712560784,0.09159285632194471,1.3452346995265456,0.09159285632194471,-1.4636142481631018,1.3877543507911085
LJC,F,漫,后段,4.55988587785734,0.48650860180646505,0.10669315303896863,1.4192520750365816,0.10669315303896863,-1.432104493932718,1.6645868735087672
LJC,F,长,前段,4.310789697991825,0.5479996208442166,0.12712279170090376,1.6927469205711656,0.12712279170090376,2.276672902867217,2.291676968511608
LJC,F,长,中段,4.40307753751371,0.5758377376703345,0.13078073978126978,2.072321339740432,0.13078073978126978,-2.2546839155160314,1.9815032298283446
LJC,F,长,后段,4.239999010832618,0.5181625272413414,0.12220817172775439,2.311785411868149,0.12220817172775439,-2.3327204064571414,1.9066464219988495
LJC,F,短,前段,6.887883378167862,0.6002008605208417,0.08713865023081904,1.8519084539488322,0.08713865023081904,2.490738423126715,1.570872029549183
LJC,F,短,中段,5.270190435787104,0.5388255846236985,0.10224024941581163,2.32179226017203,0.10224024941581163,-2.526108072040211,1.5490766054291796
LJC,F,短,后段,4.3850971100061304,0.46551663050542647,0.10615879621985741,1.1527012468562567,0.10615879621985741,-1.1631398430346795,1.6562500372495785
LXY,F,短,前段,3.2254956407082487,0.6528545007448133,0.20240439717396755,1.4710587664442771,0.20240439717396755,3.8692484938352507,8.632454690609642
LXY,F,短,中段,5.082917551141891,0.6644730923536264,0.13072671072627387,2.1551881680465055,0.13072671072627387,-17.238798723064303,3.7696240281426365
LXY,F,短,后段,4.300547310810646,0.5637404633760569,0.13108574854157173,1.5990707060152962,0.13108574854157173,86.40661230152358,3.334095049521315
LXY,F,漫,前段,5.515314086319597,0.5743433722440434,0.1041361132394377,2.104003251663369,0.1041361132394377,5.534049079630248,4.441357459358893
LXY,F,漫,中段,5.154296119946027,0.5814256909755886,0.11280409146955976,1.8571756554147925,0.11280409146955976,-14.855072884930479,3.2528089425184965
LXY,F,漫,后段,6.41306737749705,0.659505051063625,0.10283769251790124,2.8571533280288275,0.10283769251790124,154.38775719691859,2.6156210369382284
LXY,F,长,前段,3.8169588621651585,0.6041082077571817,0.1582695097254737,4.379413368508274,0.1582695097254737,11.518940620530588,6.750121986904523
LXY,F,长,中段,4.643558908498616,0.6638101089293775,0.14295287774092322,3.588369705895871,0.14295287774092322,-28.702451146040975,4.122176713775567
LXY,F,长,后段,3.8484706545974703,0.5820155164214359,0.1512329360563389,3.516179004865845,0.1512329360563389,189.99855035384144,3.8465278570698804
MPX,M,短,前段,6.211999031196205,0.4283341721972159,0.06895271072100188,-1.2601539675917444,0.06895271072100188,1.1887531845725525,0.5643460575423772
MPX,M,短,中段,7.754092887815881,0.4882119921833823,0.06296184469888372,-1.8670350528766635,0.06296184469888372,2.86399852923902,0.556432081380121
MPX,M,短,后段,4.8509604339731505,0.46122478818528506,0.09507906618968681,-0.9594338870413952,0.09507906618968681,-5.608272678607829,0.5409682528996601
MPX,M,漫,前段,5.803159236488898,0.41754856392986994,0.07195193978211437,-1.1249356758894677,0.07195193978211437,1.061196410553318,0.5888933607391146
MPX,M,漫,中段,5.050417924896498,0.3518636505478162,0.06967020468014579,-1.338173346304575,0.06967020468014579,2.0527340875459923,0.6157179349772114
MPX,M,漫,后段,4.34928422808377,0.3839880209802479,0.08828763558398835,-1.2856063379082405,0.08828763558398835,-7.514880386984673,0.5023272723275087
MPX,M,长,前段,2.950680156030841,0.623770292298027,0.21139881631125435,0.2148398502218587,0.21139881631125435,-0.20266694601803184,1.7302015730332134
MPX,M,长,中段,2.2003255766653878,0.5513559668883853,0.25057926551213844,0.2094349255132868,0.25057926551213844,-0.3212694468254107,2.2145212378457075
MPX,M,长,后段,2.414782372794761,0.5067419526140765,0.20984994686191785,0.3438248056687194,0.20984994686191785,2.0097927433079392,1.1939763785489503
QJY,F,长,前段,3.634973117898416,0.6913694243097579,0.19019932249443366,0.1013001614847866,0.19019932249443366,-0.04911535500348461,4.338025903611062
QJY,F,长,中段,3.2808166734750364,0.5006564952616203,0.15260117985541863,0.6455733430718547,0.15260117985541863,-0.536370636998085,3.846996533033639
QJY,F,长,后段,3.0147900809992376,0.44299297774816415,0.14693990820128222,1.5218384725914125,0.14693990820128222,-1.6857757527945185,4.1285340503560475
QJY,F,短,前段,4.853709090247423,0.7722994436264893,0.15911531351936062,0.12721754304306554,0.15911531351936062,-0.061681390213475934,3.629068403902345
QJY,F,短,中段,3.4665687150588047,0.6288699572356561,0.18140992114301369,-0.4350152529338729,0.18140992114301369,0.36142974431032854,4.573249947059952
QJY,F,短,后段,4.646217279052673,0.5746912235462223,0.12369013092375165,-1.0161171210993967,0.12369013092375165,1.125576488963314,3.475290841424727
QJY,F,漫,前段,4.622436028366047,0.649414269487797,0.14049178084944833,-0.7539732812261186,0.14049178084944833,0.365563734823112,3.2043068112778985
QJY,F,漫,中段,4.351764624855211,0.5738003981910972,0.13185464924132662,-0.9460109135619135,0.13185464924132662,0.7859873425069024,3.323987265212082
QJY,F,漫,后段,3.328434223756619,0.5545853615811493,0.16662049609477322,-0.14792252048506116,0.16662049609477322,0.16385720483287886,4.681494632977356
QWJ,F,短,前段,2.865597510452932,0.3432918971971437,0.1197976673084433,-0.011837826252130146,0.1197976673084433,0.020148278389439424,1.1157900178116436
QWJ,F,短,中段,2.7621525169173724,0.3059453506435323,0.11076338064958648,-0.09938996852991266,0.11076338064958648,0.2627225531624628,1.6504503670026
QWJ,F,短,后段,2.949659065355658,0.3459532466345133,0.11728584184450473,-0.06334467438735691,0.11728584184450473,0.2552463984430699,2.013623075597294
QWJ,F,长,前段,2.038016783455764,0.29577878926059237,0.14513069355545488,1.0211058267200048,0.14513069355545488,-1.7379478312693826,1.351740670628601
QWJ,F,长,中段,2.645434014490811,0.32142488269019215,0.12150175771897281,0.8624301043315468,0.12150175771897281,-2.2797053091526136,1.8104595529920597
QWJ,F,长,后段,2.352271677922576,0.27385702827516734,0.11642236347334929,1.823289462176688,0.11642236347334929,-7.346917054051338,1.9987984390845346
QWJ,F,漫,前段,10.578274806158753,0.9325405927301724,0.08815620787117764,-5.524142680768232,0.08815620787117764,9.402229955442573,0.8210829055421482
QWJ,F,漫,中段,2.9898061476950226,0.30332382810078057,0.10145267389145837,0.18082155644267717,0.10145267389145837,-0.4779748064930015,1.5117144481828138
QWJ,F,漫,后段,3.1743861319447944,0.26095457401368116,0.08220631113134519,0.28692092702513117,0.08220631113134519,-1.1561434953990202,1.4113598235775733
RHY,M,长,前段,4.7268486744260745,0.7241402981188684,0.15319726693107902,0.7331857710611089,0.15319726693107902,-1.1457808621078187,1.6501589630930569
RHY,M,长,中段,6.4003175722037895,0.6551788144385762,0.10236661025758785,2.895868139361326,0.10236661025758785,-6.2265594307828005,1.1502488912092503
RHY,M,长,后段,2.8918901474981142,0.3821505607888819,0.13214560073089052,2.3351435390176993,0.13214560073089052,-3.2045899975223393,1.3756700773123833
RHY,M,漫,前段,3.402976984811043,0.3549758416803364,0.10431332426423892,0.09690919463910053,0.10431332426423892,-0.15144415639581255,1.1236072970029316
RHY,M,漫,中段,3.794908841290622,0.3505391847437258,0.09237091044972502,0.21401927442782265,0.09237091044972502,-0.4601741748682496,1.0379315780548617
RHY,M,漫,后段,4.2849015424760175,0.37010309514783757,0.08637376879702459,0.7718821119617507,0.08637376879702459,-1.0592777933897692,0.8991734007153279
RHY,M,短,前段,5.096426065582653,0.5664629630056309,0.11114905930473251,-0.48803867711789906,0.11114905930473251,0.7626789802546499,1.1972381761456679
RHY,M,短,中段,4.901515766226963,0.43950118993793014,0.08966638299242782,-0.38925081429694774,0.08966638299242782,0.8369487877424839,1.0075419842100222
